Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.153721333E0,-5.972579956E-2,2.320175171E-1,9.876761169E0,9.879666518E0
3.163697333E0,-5.089416504E-2,2.174977112E-1,9.865983582E0,9.868511919E0
3.173673333E0,-4.595443726E-2,2.237846375E-1,9.876162415E0,9.878804351E0
3.183648333E0,-5.313949585E-2,2.245330811E-1,9.862540741E0,9.865239418E0
3.193624333E0,-4.924758911E-2,2.284249878E-1,9.862091675E0,9.864859629E0
3.203600333E0,-4.116439819E-2,2.260299683E-1,9.864486694E0,9.867161790E0
3.213575333E0,-5.298980713E-2,2.263293457E-1,9.867779846E0,9.870517311E0
3.223551333E0,-4.415817261E-2,2.224374390E-1,9.868677979E0,9.871283270E0
3.233527333E0,-4.071533203E-2,2.189945984E-1,9.857002258E0,9.859518745E0
3.243502333E0,-5.673202515E-2,2.194436646E-1,9.866133270E0,9.868736482E0
3.253478333E0,-5.598358154E-2,2.348616028E-1,9.857750702E0,9.860707025E0
3.263453333E0,-5.448669434E-2,2.290237427E-1,9.864935760E0,9.867744334E0
3.273429333E0,-4.296066284E-2,2.266287231E-1,9.862540741E0,9.865237760E0
3.283405333E0,-4.430786133E-2,2.133064270E-1,9.859696655E0,9.862103272E0
3.293380333E0,-4.565505981E-2,2.293231201E-1,9.872120819E0,9.874889516E0
3.303356333E0,-6.047424316E-2,2.365081787E-1,9.853409729E0,9.856433257E0
3.313332333E0,-5.149291992E-2,2.296224976E-1,9.865534515E0,9.868340756E0
3.323307333E0,-4.580474854E-2,2.264790344E-1,9.860445099E0,9.863152051E0
3.333283333E0,-4.984634399E-2,2.219883728E-1,9.875863037E0,9.878483397E0
3.343258333E0,-5.119354248E-2,2.323168945E-1,9.873917084E0,9.876782396E0
3.353234333E0,-5.538482666E-2,2.287243652E-1,9.866432648E0,9.869238851E0
3.363210333E0,-4.326004028E-2,2.252815247E-1,9.869426422E0,9.872092032E0
3.373185333E0,-5.119354248E-2,2.284249878E-1,9.868827667E0,9.871603633E0
3.383161333E0,-4.864883423E-2,2.221380615E-1,9.865534515E0,9.868155010E0
3.393137333E0,-4.685256958E-2,2.423460388E-1,9.854307861E0,9.857398754E0
3.403112333E0,-3.906875610E-2,2.396516418E-1,9.861941986E0,9.864930766E0
3.413088333E0,-5.777984619E-2,2.203417969E-1,9.864037628E0,9.866667489E0
3.423063333E0,-5.119354248E-2,2.228865051E-1,9.857151947E0,9.859804444E0
3.433039333E0,-4.445755005E-2,2.200424194E-1,9.867480469E0,9.870033736E0
3.443015333E0,-5.149291992E-2,2.095642090E-1,9.872719574E0,9.875077745E0
3.452990333E0,-4.505630493E-2,2.186952209E-1,9.857301636E0,9.859830283E0
3.462966333E0,-4.849914551E-2,2.285746765E-1,9.865833893E0,9.868600557E0
3.472942333E0,-3.847000122E-2,2.240840149E-1,9.852661285E0,9.855284267E0
3.482917333E0,-4.879852295E-2,2.200424194E-1,9.872270508E0,9.874843034E0
3.492893333E0,-4.520599365E-2,2.288740540E-1,9.868528290E0,9.871285505E0
3.502868333E0,-5.313949585E-2,2.278262329E-1,9.872869263E0,9.875640540E0
3.512844333E0,-5.149291992E-2,2.119592285E-1,9.868228912E0,9.870639296E0
3.522820333E0,-4.790039063E-2,2.296224976E-1,9.860445099E0,9.863234687E0
3.532795167E0,-4.760101318E-2,2.336640930E-1,9.853260040E0,9.856145199E0
3.542771167E0,-5.358856201E-2,2.254312134E-1,9.852810974E0,9.855535250E0
3.552747167E0,-5.553451538E-2,2.318678284E-1,9.870623932E0,9.873503106E0
3.562722167E0,-5.104385376E-2,2.377056885E-1,9.882748718E0,9.885738804E0
3.572698167E0,-5.059478760E-2,2.183958435E-1,9.856104126E0,9.858653312E0
3.582673167E0,-5.239105225E-2,2.161505127E-1,9.869127045E0,9.871632818E0
3.592649167E0,-4.415817261E-2,2.302212524E-1,9.865684204E0,9.868468806E0
3.602625167E0,-3.712280273E-2,2.221380615E-1,9.864337006E0,9.866907721E0
3.612600167E0,-4.909790039E-2,2.157014465E-1,9.875863037E0,9.878340369E0
3.622576167E0,-4.834945679E-2,2.348616028E-1,9.859546967E0,9.862462371E0
3.632552167E0,-4.790039063E-2,2.291734314E-1,9.869875488E0,9.872651977E0
3.642527167E0,-5.598358154E-2,2.266287231E-1,9.865534515E0,9.868296004E0
3.652503167E0,-5.343887329E-2,2.237846375E-1,9.867330780E0,9.870012766E0
3.662478167E0,-4.610412598E-2,2.272274780E-1,9.861642609E0,9.864367839E0
3.672454167E0,-4.834945679E-2,2.282752991E-1,9.858050079E0,9.860811257E0
3.682430167E0,-4.236190796E-2,2.206411743E-1,9.858050079E0,9.860609942E0
3.692405167E0,-4.340972900E-2,2.411485291E-1,9.865833893E0,9.868876097E0
3.702381167E0,-4.939727783E-2,2.278262329E-1,9.874515839E0,9.877267230E0
3.712357167E0,-3.472778320E-2,2.281256104E-1,9.864037628E0,9.866736322E0
3.722332167E0,-4.296066284E-2,2.243833923E-1,9.861792297E0,9.864438192E0
3.732308167E0,-4.909790039E-2,2.231858826E-1,9.864786072E0,9.867432634E0
3.742283167E0,-4.355941772E-2,2.296224976E-1,9.867929535E0,9.870696896E0
3.752259167E0,-4.445755005E-2,2.195933533E-1,9.873318329E0,9.875860091E0
3.762235167E0,-5.239105225E-2,2.264790344E-1,9.859546967E0,9.862286954E0
3.772210167E0,-4.969665527E-2,2.303709412E-1,9.862840118E0,9.865655362E0
3.782186167E0,-5.104385376E-2,2.198927307E-1,9.857151947E0,9.859736447E0
3.792162167E0,-5.583389282E-2,2.296224976E-1,9.868378601E0,9.871207633E0
3.802137167E0,-5.358856201E-2,2.192939758E-1,9.869725800E0,9.872307174E0
3.812113167E0,-4.266128540E-2,2.225871277E-1,9.857750702E0,9.860355669E0
3.822089167E0,-5.792953491E-2,2.233355713E-1,9.849667511E0,9.852369496E0
3.832064167E0,-5.807922363E-2,2.251318359E-1,9.871522064E0,9.874259740E0
3.842040167E0,-4.355941772E-2,2.335144043E-1,9.855954437E0,9.858816575E0
3.852015167E0,-5.388793945E-2,2.200424194E-1,9.864187317E0,9.866788434E0
3.861991167E0,-5.134323120E-2,2.194436646E-1,9.868079224E0,9.870652421E0
3.871967167E0,-4.565505981E-2,2.188449097E-1,9.854906616E0,9.857441955E0
3.881942167E0,-4.266128540E-2,2.263293457E-1,9.865085449E0,9.867773603E0
3.891918167E0,-6.092330933E-2,2.186952209E-1,9.868528290E0,9.871139238E0
3.901893167E0,-4.176315308E-2,2.260299683E-1,9.863438873E0,9.866116770E0
3.911869167E0,-3.891906738E-2,2.353106689E-1,9.857301636E0,9.860186679E0
3.921845167E0,-4.954696655E-2,2.173480225E-1,9.866133270E0,9.868651416E0
3.931820167E0,-5.583389282E-2,2.212399292E-1,9.867779846E0,9.870417601E0
3.941796167E0,-4.775070190E-2,2.273771667E-1,9.867181091E0,9.869916068E0
3.951772167E0,-5.313949585E-2,2.342628479E-1,9.871671753E0,9.874593971E0
3.961747167E0,-4.954696655E-2,2.180964661E-1,9.857151947E0,9.859688914E0
3.971723167E0,-4.715194702E-2,2.305206299E-1,9.861043854E0,9.863850615E0
3.981698167E0,-4.805007935E-2,2.294728088E-1,9.861043854E0,9.863830517E0
3.991674167E0,-6.122268677E-2,2.246827698E-1,9.862840118E0,9.865588972E0
4.001650167E0,-5.508544922E-2,2.336640930E-1,9.863887939E0,9.866808937E0
4.011625167E0,-5.358856201E-2,2.276765442E-1,9.864636383E0,9.867408946E0
4.021601167E0,-5.777984619E-2,2.192939758E-1,9.851314087E0,9.853923970E0
4.031577167E0,-3.861968994E-2,2.157014465E-1,9.856104126E0,9.858539808E0
4.041552167E0,-3.996688843E-2,2.336640930E-1,9.859247589E0,9.862097104E0
4.051528167E0,-5.538482666E-2,2.330653381E-1,9.863139496E0,9.866048228E0
4.061503167E0,-5.104385376E-2,2.263293457E-1,9.859546967E0,9.862276453E0
4.071479167E0,-3.996688843E-2,2.192939758E-1,9.867480469E0,9.869997872E0
4.081455167E0,-4.026626587E-2,2.207908630E-1,9.861792297E0,9.864345761E0
4.091430167E0,-4.251159668E-2,2.293231201E-1,9.865833893E0,9.868590311E0
4.101406167E0,-5.837860107E-2,2.333647156E-1,9.873018951E0,9.875949087E0
4.111382167E0,-4.984634399E-2,2.348616028E-1,9.872270508E0,9.875189599E0
4.121357167E0,-4.894821167E-2,2.186952209E-1,9.862091675E0,9.864637638E0
4.131333167E0,-4.969665527E-2,2.219883728E-1,9.851912842E0,9.854538814E0
4.141308167E0,-4.625381470E-2,2.317181396E-1,9.857601013E0,9.860432569E0
4.151284167E0,-4.790039063E-2,2.239343262E-1,9.863139496E0,9.865797573E0
4.161260167E0,-5.403762817E-2,2.142045593E-1,9.858648834E0,9.861123693E0
4.171235167E0,-5.149291992E-2,2.158511353E-1,9.852960663E0,9.855459251E0
4.181211167E0,-5.328918457E-2,2.255809021E-1,9.866133270E0,9.868855668E0
4.191187167E0,-5.688171387E-2,2.234852600E-1,9.865684204E0,9.868379097E0
4.201162167E0,-5.897735596E-2,2.249821472E-1,9.855505371E0,9.858249409E0
4.211138167E0,-5.269042969E-2,2.225871277E-1,9.853409729E0,9.856064356E0
4.221113167E0,-5.343887329E-2,2.221380615E-1,9.854607239E0,9.857255443E0
4.231089167E0,-3.727249146E-2,2.305206299E-1,9.862540741E0,9.865304804E0
4.241065167E0,-4.370910645E-2,2.327659607E-1,9.864486694E0,9.867329336E0
4.251040167E0,-4.460723877E-2,2.258802795E-1,9.866133270E0,9.868819454E0
4.261016167E0,-5.807922363E-2,2.189945984E-1,9.874066772E0,9.876665756E0
4.270992167E0,-3.891906738E-2,2.225871277E-1,9.874964905E0,9.877549878E0
4.280967167E0,-3.817062378E-2,2.255809021E-1,9.861343231E0,9.863996860E0
4.290943167E0,-4.475692749E-2,2.282752991E-1,9.864786072E0,9.867528416E0
4.300918167E0,-4.580474854E-2,2.281256104E-1,9.864037628E0,9.866781527E0
4.310894167E0,-4.340972900E-2,2.315684509E-1,9.870773621E0,9.873584973E0
4.320870167E0,-5.209167480E-2,2.210902405E-1,9.875563660E0,9.878175542E0
4.330845167E0,-4.430786133E-2,2.267784119E-1,9.870474243E0,9.873178486E0
4.340821167E0,-4.790039063E-2,2.251318359E-1,9.861343231E0,9.864029051E0
4.350796167E0,-4.745132446E-2,2.239343262E-1,9.856104126E0,9.858761928E0
4.360772167E0,-4.505630493E-2,2.137554932E-1,9.859097900E0,9.861517778E0
4.370748167E0,-4.984634399E-2,2.179467773E-1,9.869276733E0,9.871808785E0
4.380723167E0,-5.149291992E-2,2.258802795E-1,9.869426422E0,9.872145224E0
4.390699167E0,-4.625381470E-2,2.285746765E-1,9.876761169E0,9.879514006E0
4.400675167E0,-5.074447632E-2,2.302212524E-1,9.859397278E0,9.862215345E0
4.410650167E0,-4.520599365E-2,2.294728088E-1,9.855505371E0,9.858280148E0
4.420626167E0,-5.119354248E-2,2.116598511E-1,9.866582336E0,9.868985139E0
4.430602167E0,-4.999603271E-2,2.309696960E-1,9.867480469E0,9.870309894E0
4.440577167E0,-4.011657715E-2,2.276765442E-1,9.855804749E0,9.858515770E0
4.450553167E0,-5.598358154E-2,2.275268555E-1,9.881700897E0,9.884478502E0
4.460528167E0,-5.987548828E-2,2.251318359E-1,9.880353699E0,9.883099647E0
4.470504167E0,-5.987548828E-2,2.222877502E-1,9.875713348E0,9.878396178E0
4.480480167E0,-5.553451538E-2,2.221380615E-1,9.870025177E0,9.872680811E0
4.490455167E0,-4.730163574E-2,2.192939758E-1,9.862989807E0,9.865540798E0
4.500431167E0,-6.152206421E-2,2.290237427E-1,9.864337006E0,9.867187107E0
4.510406167E0,-5.613327026E-2,2.258802795E-1,9.859397278E0,9.862144165E0
4.520382167E0,-4.790039063E-2,2.309696960E-1,9.868677979E0,9.871496669E0
4.530358167E0,-5.748046875E-2,2.329156494E-1,9.868528290E0,9.871443882E0
4.540333167E0,-5.134323120E-2,2.272274780E-1,9.872420197E0,9.875168302E0
4.550309167E0,-5.583389282E-2,2.209405518E-1,9.862241364E0,9.864873890E0
4.560285167E0,-5.493576050E-2,2.285746765E-1,9.882599030E0,9.885394676E0
4.570260167E0,-5.134323120E-2,2.251318359E-1,9.876910858E0,9.879609738E0
4.580236167E0,-5.508544922E-2,2.248324585E-1,9.865534515E0,9.868249861E0
4.590211167E0,-6.256988525E-2,2.168989563E-1,9.865534515E0,9.868116914E0
4.600187167E0,-5.194198608E-2,2.263293457E-1,9.855505371E0,9.858240668E0
4.610163167E0,-4.655319214E-2,2.233355713E-1,9.858499146E0,9.861138442E0
4.620138167E0,-4.819976807E-2,2.234852600E-1,9.865085449E0,9.867734279E0
4.630114167E0,-6.047424316E-2,2.427951050E-1,9.866133270E0,9.869305563E0
4.640090167E0,-6.406677246E-2,2.137554932E-1,9.864037628E0,9.866561422E0
4.650065167E0,-6.032455444E-2,2.230361938E-1,9.853559418E0,9.856267924E0
4.660041167E0,-4.595443726E-2,2.338137817E-1,9.865085449E0,9.867962891E0
4.670016167E0,-4.805007935E-2,2.278262329E-1,9.866282959E0,9.869029994E0
4.679992167E0,-5.284011841E-2,2.160008240E-1,9.870623932E0,9.873128442E0
4.689968167E0,-5.328918457E-2,2.302212524E-1,9.876162415E0,9.878989098E0
4.699943167E0,-5.673202515E-2,2.227368164E-1,9.878856812E0,9.881530353E0
4.709919167E0,-5.134323120E-2,2.116598511E-1,9.863588562E0,9.865992872E0
4.719894167E0,-5.089416504E-2,2.222877502E-1,9.872270508E0,9.874903900E0
4.729870167E0,-4.355941772E-2,2.174977112E-1,9.865983582E0,9.868476818E0
4.739846167E0,-5.987548828E-2,2.152523804E-1,9.863139496E0,9.865669738E0
4.749821167E0,-4.954696655E-2,2.270777893E-1,9.882299652E0,9.885032405E0
4.759797167E0,-4.385879517E-2,2.320175171E-1,9.867779846E0,9.870604582E0
4.769773167E0,-4.580474854E-2,2.246827698E-1,9.873168640E0,9.875831075E0
4.779748167E0,-4.834945679E-2,2.332150269E-1,9.865983582E0,9.868858037E0
4.789724167E0,-4.775070190E-2,2.266287231E-1,9.859996033E0,9.862715776E0
4.799699167E0,-5.837860107E-2,2.137554932E-1,9.869576111E0,9.872063213E0
4.809675167E0,-6.137237549E-2,2.255809021E-1,9.866881714E0,9.869650858E0
4.819651167E0,-5.912704468E-2,2.204914856E-1,9.885143738E0,9.887779287E0
4.829626167E0,-5.777984619E-2,2.278262329E-1,9.863438873E0,9.866238884E0
4.839602167E0,-4.894821167E-2,2.287243652E-1,9.865983582E0,9.868755889E0
4.849578167E0,-5.852828979E-2,2.243833923E-1,9.867779846E0,9.870504170E0
4.859553167E0,-5.134323120E-2,2.149530029E-1,9.856253815E0,9.858731165E0
4.869529167E0,-5.703140259E-2,2.354603577E-1,9.868378601E0,9.871352003E0
4.879504167E0,-5.313949585E-2,2.302212524E-1,9.865983582E0,9.868812373E0
4.889480167E0,-5.912704468E-2,2.210902405E-1,9.869576111E0,9.872229207E0
4.899456167E0,-4.849914551E-2,2.239343262E-1,9.854008484E0,9.856671951E0
4.909431167E0,-5.718109131E-2,2.263293457E-1,9.870773621E0,9.873533639E0
4.919407167E0,-5.912704468E-2,2.234852600E-1,9.859097900E0,9.861807800E0
4.929382167E0,-4.580474854E-2,2.299218750E-1,9.861492920E0,9.864279231E0
4.939358167E0,-4.385879517E-2,2.332150269E-1,9.870623932E0,9.873476067E0
4.949334167E0,-5.628295898E-2,2.267784119E-1,9.873767395E0,9.876531719E0
4.959309167E0,-5.433700562E-2,2.327659607E-1,9.863438873E0,9.866334624E0
4.969285167E0,-4.760101318E-2,2.257305908E-1,9.866732025E0,9.869428606E0
4.979261167E0,-5.388793945E-2,2.210902405E-1,9.865684204E0,9.868308346E0
4.989236167E0,-4.625381470E-2,2.234852600E-1,9.867330780E0,9.869969696E0
4.999212167E0,-4.595443726E-2,2.240840149E-1,9.862091675E0,9.864744176E0
5.009187167E0,-4.939727783E-2,2.243833923E-1,9.866432648E0,9.869107416E0
5.019163167E0,-4.296066284E-2,2.243833923E-1,9.870324554E0,9.872968162E0
5.029139167E0,-5.298980713E-2,2.154020691E-1,9.861193542E0,9.863688157E0
5.039114167E0,-5.239105225E-2,2.306703186E-1,9.859397278E0,9.862234448E0
5.049090167E0,-5.298980713E-2,2.263293457E-1,9.857750702E0,9.860490951E0
5.059065167E0,-4.819976807E-2,2.261796570E-1,9.869875488E0,9.872584394E0
5.069041167E0,-4.595443726E-2,2.294728088E-1,9.867031403E0,9.869806395E0
5.079017167E0,-5.912704468E-2,2.351609802E-1,9.866582336E0,9.869561474E0
5.088992167E0,-5.014572144E-2,2.240840149E-1,9.859696655E0,9.862370221E0
5.098968167E0,-5.568420410E-2,2.204914856E-1,9.843530273E0,9.846156888E0
5.108944167E0,-5.328918457E-2,2.230361938E-1,9.858050079E0,9.860716822E0
5.118919167E0,-6.750961304E-2,2.333647156E-1,9.853110352E0,9.856104719E0
5.128895167E0,-5.194198608E-2,2.177970886E-1,9.870923309E0,9.873462438E0
5.138870167E0,-5.598358154E-2,2.309696960E-1,9.860145721E0,9.863009420E0
5.148846167E0,-5.343887329E-2,2.255809021E-1,9.857601013E0,9.860326576E0
5.158822167E0,-5.373825073E-2,2.209405518E-1,9.861343231E0,9.863964358E0
5.168797167E0,-4.834945679E-2,2.291734314E-1,9.858648834E0,9.861430676E0
5.178773167E0,-4.819976807E-2,2.215393066E-1,9.863438873E0,9.866044257E0
5.188748167E0,-3.128494263E-2,2.267784119E-1,9.867480469E0,9.870135663E0
5.198724167E0,-4.131408691E-2,2.174977112E-1,9.857002258E0,9.859488102E0
5.208700167E0,-5.688171387E-2,2.158511353E-1,9.870923309E0,9.873446927E0
5.218675167E0,-3.996688843E-2,2.218386841E-1,9.879754944E0,9.882326017E0
5.228651167E0,-4.385879517E-2,2.167492676E-1,9.858499146E0,9.860979122E0
5.238627167E0,-5.254074097E-2,2.242337036E-1,9.867181091E0,9.869868488E0
5.248602167E0,-4.355941772E-2,2.204914856E-1,9.865983582E0,9.868543254E0
5.258578167E0,-5.313949585E-2,2.134561157E-1,9.861193542E0,9.863646658E0
5.268553167E0,-5.403762817E-2,2.161505127E-1,9.862391052E0,9.864907419E0
5.278529167E0,-4.894821167E-2,2.255809021E-1,9.875114594E0,9.877812051E0
5.288505167E0,-4.535568237E-2,2.180964661E-1,9.861642609E0,9.864158258E0
5.298480167E0,-5.628295898E-2,2.213896179E-1,9.866582336E0,9.869226319E0
5.308456167E0,-5.089416504E-2,2.173480225E-1,9.848170624E0,9.850700230E0
5.318432167E0,-4.326004028E-2,2.276765442E-1,9.863438873E0,9.866161080E0
5.328407167E0,-4.655319214E-2,2.248324585E-1,9.872719574E0,9.875389036E0
5.338383167E0,-4.400848389E-2,2.203417969E-1,9.872420197E0,9.874976850E0
5.348358167E0,-3.472778320E-2,2.143542480E-1,9.868827667E0,9.871216404E0
5.358334167E0,-5.448669434E-2,2.245330811E-1,9.876761169E0,9.879463300E0
5.368310167E0,-5.718109131E-2,2.285746765E-1,9.855505371E0,9.858321469E0
5.378285167E0,-4.161346436E-2,2.219883728E-1,9.859846344E0,9.862432785E0
5.388261167E0,-5.179229736E-2,2.160008240E-1,9.853559418E0,9.856062703E0
5.398236167E0,-4.745132446E-2,2.263293457E-1,9.869725800E0,9.872434551E0
5.408212167E0,-4.879852295E-2,2.257305908E-1,9.865684204E0,9.868386920E0
5.418188167E0,-6.212081909E-2,2.315684509E-1,9.864786072E0,9.867699184E0
5.428163167E0,-4.206253052E-2,2.288740540E-1,9.862989807E0,9.865734667E0
5.438139167E0,-5.254074097E-2,2.228865051E-1,9.867330780E0,9.869987621E0
5.448115167E0,-3.622467041E-2,2.279759216E-1,9.875413971E0,9.878111477E0
5.458090167E0,-4.939727783E-2,2.234852600E-1,9.863588562E0,9.866243716E0
5.468066167E0,-5.897735596E-2,2.327659607E-1,9.866881714E0,9.869803092E0
5.478041167E0,-4.655319214E-2,2.261796570E-1,9.869426422E0,9.872127549E0
5.488017167E0,-5.478607178E-2,2.231858826E-1,9.852062531E0,9.854742491E0
5.497993167E0,-5.433700562E-2,2.216889954E-1,9.865833893E0,9.868473890E0
5.507968167E0,-6.032455444E-2,2.239343262E-1,9.865983582E0,9.868709017E0
5.517944167E0,-5.149291992E-2,2.157014465E-1,9.862690430E0,9.865183280E0
5.527919167E0,-5.074447632E-2,2.112107849E-1,9.865085449E0,9.867476674E0
5.537895292E0,-4.700225830E-2,2.148033142E-1,9.869875488E0,9.872324540E0
5.547871292E0,-4.056564331E-2,2.163002014E-1,9.864636383E0,9.867090874E0
5.557846292E0,-5.673202515E-2,2.207908630E-1,9.848470001E0,9.851107983E0
5.567822292E0,-5.718109131E-2,2.300715637E-1,9.855804749E0,9.858655580E0
5.577798292E0,-4.236190796E-2,2.273771667E-1,9.863438873E0,9.866150278E0
5.587773292E0,-5.269042969E-2,2.230361938E-1,9.861193542E0,9.863856219E0
5.597749292E0,-4.460723877E-2,2.248324585E-1,9.866432648E0,9.869094823E0
5.607724292E0,-4.415817261E-2,2.130070496E-1,9.861792297E0,9.864191263E0
5.617700292E0,-4.730163574E-2,2.312690735E-1,9.870174866E0,9.872997251E0
5.627676292E0,-5.538482666E-2,2.269281006E-1,9.862690430E0,9.865456216E0
5.637651292E0,-4.565505981E-2,2.278262329E-1,9.869127045E0,9.871861922E0
5.647627292E0,-5.613327026E-2,2.236349487E-1,9.867779846E0,9.870473273E0
5.657602292E0,-4.909790039E-2,2.234852600E-1,9.859546967E0,9.862201714E0
5.667578292E0,-5.029541016E-2,2.251318359E-1,9.856403503E0,9.859102596E0
5.677554292E0,-5.044509888E-2,2.243833923E-1,9.855205994E0,9.857889114E0
5.687529292E0,-3.622467041E-2,2.288740540E-1,9.862989807E0,9.865711505E0
5.697505292E0,-5.239105225E-2,2.257305908E-1,9.864786072E0,9.867507454E0
5.707481292E0,-4.430786133E-2,2.345622253E-1,9.858050079E0,9.860939813E0
5.717456292E0,-4.655319214E-2,2.233355713E-1,9.874964905E0,9.877599802E0
5.727432292E0,-5.777984619E-2,2.315684509E-1,9.864187317E0,9.867074231E0
5.737407292E0,-4.849914551E-2,2.270777893E-1,9.859846344E0,9.862580110E0
5.747383292E0,-3.652404785E-2,2.246827698E-1,9.886940002E0,9.889560100E0
5.757359292E0,-4.775070190E-2,2.285746765E-1,9.869426422E0,9.872188431E0
5.767334292E0,-4.640350342E-2,2.269281006E-1,9.874066772E0,9.876783093E0
5.777310292E0,-3.502716064E-2,2.266287231E-1,9.871222687E0,9.873886004E0
5.787285292E0,-4.550537109E-2,2.254312134E-1,9.869276733E0,9.871955896E0
5.797261292E0,-5.493576050E-2,2.296224976E-1,9.860145721E0,9.862972071E0
5.807237292E0,-4.999603271E-2,2.287243652E-1,9.865384827E0,9.868162555E0
5.817212292E0,-4.640350342E-2,2.230361938E-1,9.868228912E0,9.870858134E0
5.827188292E0,-4.819976807E-2,2.330653381E-1,9.873018951E0,9.875887094E0
5.837164292E0,-5.613327026E-2,2.242337036E-1,9.860145721E0,9.862854827E0
5.847139292E0,-4.385879517E-2,2.148033142E-1,9.863289185E0,9.865725396E0
5.857115292E0,-4.640350342E-2,2.227368164E-1,9.864935760E0,9.867559097E0
5.867090292E0,-4.445755005E-2,2.174977112E-1,9.861492920E0,9.863991299E0
5.877066292E0,-5.358856201E-2,2.152523804E-1,9.871821442E0,9.874313338E0
5.887042292E0,-5.523513794E-2,2.258802795E-1,9.871671753E0,9.874410161E0
5.897017292E0,-4.760101318E-2,2.324665833E-1,9.864935760E0,9.867789222E0
5.906993292E0,-4.700225830E-2,2.243833923E-1,9.858199768E0,9.860865063E0
5.916968292E0,-4.385879517E-2,2.305206299E-1,9.873917084E0,9.876705014E0
5.926944292E0,-5.239105225E-2,2.228865051E-1,9.864935760E0,9.867592451E0
5.936920292E0,-5.792953491E-2,2.130070496E-1,9.858499146E0,9.860970198E0
5.946895292E0,-5.478607178E-2,2.158511353E-1,9.864636383E0,9.867149750E0
5.956871292E0,-5.313949585E-2,2.234852600E-1,9.867330780E0,9.870004366E0
5.966846292E0,-4.805007935E-2,2.291734314E-1,9.862690430E0,9.865469669E0
5.976822292E0,-5.373825073E-2,2.270777893E-1,9.855954437E0,9.858716447E0
5.986798292E0,-5.254074097E-2,2.276765442E-1,9.857002258E0,9.859771329E0
5.996773292E0,-5.179229736E-2,2.297721863E-1,9.879605255E0,9.882412544E0
6.006749292E0,-5.463638306E-2,2.272274780E-1,9.869276733E0,9.872043390E0
6.016725292E0,-4.984634399E-2,2.303709412E-1,9.863738251E0,9.866553994E0
6.026700292E0,-3.802093506E-2,2.285746765E-1,9.862091675E0,9.864813439E0
6.036676292E0,-5.463638306E-2,2.288740540E-1,9.859247589E0,9.862055135E0
6.046651292E0,-5.119354248E-2,2.230361938E-1,9.860744476E0,9.863399391E0
6.056627292E0,-5.343887329E-2,2.249821472E-1,9.863588562E0,9.866298799E0
6.066603292E0,-5.358856201E-2,2.212399292E-1,9.865085449E0,9.867711475E0
6.076578292E0,-4.909790039E-2,2.197430420E-1,9.865534515E0,9.868103611E0
6.086554292E0,-4.909790039E-2,2.269281006E-1,9.856553192E0,9.859287388E0
6.096529292E0,-3.861968994E-2,2.200424194E-1,9.848619690E0,9.851153229E0
6.106505292E0,-4.176315308E-2,2.279759216E-1,9.877060547E0,9.879779463E0
6.116481292E0,-5.718109131E-2,2.255809021E-1,9.870474243E0,9.873217217E0
